Rez Class;Seg Arr Port;Seg Dep Port;Demande;ds
V;TOM;BKO;6;2022-1
Y;BKO;TOM;32;2022-1
Y;KYS;BKO;12;2022-1
Y;TOM;BKO;23;2022-1
B;BKO;GAQ;43;2022-1
B;GAQ;BKO;34;2022-1
C;BKO;GAQ;1;2022-1
C;GAQ;BKO;0;2022-1
D;BKO;GAQ;1;2022-1
D;GAQ;BKO;0;2022-1
L;BKO;GAQ;17;2022-1
L;GAQ;BKO;17;2022-1
M;BKO;GAQ;17;2022-1
M;GAQ;BKO;18;2022-1
V;BKO;GAQ;16;2022-1
V;GAQ;BKO;15;2022-1
Y;BKO;GAQ;7;2022-1
Y;GAQ;BKO;4;2022-1
B;BKO;KYS;29;2022-1
B;KYS;BKO;28;2022-1
D;BKO;KYS;3;2022-1
D;KYS;BKO;1;2022-1
L;BKO;KYS;12;2022-1
L;KYS;BKO;13;2022-1
M;BKO;KYS;31;2022-1
M;KYS;BKO;22;2022-1
V;BKO;KYS;4;2022-1
V;KYS;BKO;7;2022-1
Y;BKO;KYS;6;2022-1
Y;KYS;BKO;12;2022-1
B;BKO;GAQ;27;2022-1
B;GAQ;BKO;45;2022-1
C;BKO;GAQ;5;2022-1
C;GAQ;BKO;4;2022-1
D;BKO;GAQ;3;2022-1
D;GAQ;BKO;4;2022-1
L;BKO;GAQ;21;2022-1
L;GAQ;BKO;15;2022-1
M;BKO;GAQ;18;2022-1
M;GAQ;BKO;21;2022-1
V;BKO;GAQ;14;2022-1
V;GAQ;BKO;13;2022-1
Y;BKO;GAQ;8;2022-1
Y;GAQ;BKO;1;2022-1
B;BKO;KYS;0;2022-1
B;BKO;TOM;24;2022-1
B;TOM;BKO;16;2022-1
C;BKO;TOM;2;2022-1
C;TOM;BKO;7;2022-1
D;BKO;TOM;6;2022-1
D;TOM;BKO;1;2022-1
L;BKO;KYS;0;2022-1
L;BKO;TOM;18;2022-1
L;KYS;BKO;0;2022-1
L;TOM;BKO;19;2022-1
M;BKO;KYS;0;2022-1
M;BKO;TOM;12;2022-1
M;KYS;BKO;0;2022-1
M;TOM;BKO;14;2022-1
N;BKO;TOM;4;2022-1
V;BKO;TOM;9;2022-1
V;KYS;BKO;0;2022-1
V;TOM;BKO;4;2022-1
Y;BKO;TOM;25;2022-1
Y;TOM;BKO;23;2022-1
B;BKO;KYS;28;2022-1
B;KYS;BKO;27;2022-1
C;BKO;KYS;2;2022-1
D;BKO;KYS;2;2022-1
D;KYS;BKO;1;2022-1
L;BKO;KYS;15;2022-1
L;KYS;BKO;11;2022-1
M;BKO;KYS;16;2022-1
M;KYS;BKO;10;2022-1
V;BKO;KYS;6;2022-1
V;KYS;BKO;5;2022-1
Y;BKO;KYS;6;2022-1
B;BKO;GAQ;0;2022-1
B;GAQ;BKO;0;2022-1
C;GAQ;BKO;0;2022-1
D;BKO;GAQ;0;2022-1
D;GAQ;BKO;0;2022-1
L;BKO;GAQ;0;2022-1
L;GAQ;BKO;0;2022-1
M;BKO;GAQ;0;2022-1
M;GAQ;BKO;0;2022-1
V;BKO;GAQ;0;2022-1
V;GAQ;BKO;0;2022-1
Y;GAQ;BKO;0;2022-1
B;BKO;GAQ;0;2022-1
B;BKO;KYS;0;2022-1
B;GAQ;BKO;0;2022-1
B;KYS;BKO;0;2022-1
D;BKO;GAQ;0;2022-1
D;GAQ;BKO;0;2022-1
L;BKO;KYS;0;2022-1
L;KYS;BKO;0;2022-1
M;BKO;GAQ;0;2022-1
M;BKO;KYS;0;2022-1
M;GAQ;BKO;0;2022-1
M;KYS;BKO;0;2022-1
V;BKO;GAQ;0;2022-1
V;KYS;BKO;0;2022-1
Y;BKO;GAQ;0;2022-1
Y;GAQ;BKO;0;2022-1
Y;KYS;BKO;0;2022-1
B;BKO;GAQ;39;2022-1
B;BKO;KYS;23;2022-1
B;GAQ;BKO;30;2022-1
B;KYS;BKO;25;2022-1
C;BKO;KYS;0;2022-1
C;GAQ;BKO;1;2022-1
D;BKO;GAQ;4;2022-1
D;GAQ;BKO;3;2022-1
D;KYS;BKO;1;2022-1
L;BKO;GAQ;18;2022-1
L;BKO;KYS;14;2022-1
L;GAQ;BKO;20;2022-1
L;KYS;BKO;17;2022-1
M;BKO;GAQ;15;2022-1
M;BKO;KYS;17;2022-1
M;GAQ;BKO;18;2022-1
M;KYS;BKO;15;2022-1
N;BKO;GAQ;1;2022-1
V;BKO;GAQ;19;2022-1
V;BKO;KYS;8;2022-1
V;GAQ;BKO;14;2022-1
V;KYS;BKO;3;2022-1
Y;BKO;GAQ;14;2022-1
Y;BKO;KYS;4;2022-1
Y;GAQ;BKO;20;2022-1
Y;KYS;BKO;9;2022-1
B;BKO;GAQ;8;2022-2
B;GAQ;BKO;51;2022-2
C;BKO;GAQ;3;2022-2
C;GAQ;BKO;1;2022-2
D;BKO;GAQ;2;2022-2
D;GAQ;BKO;3;2022-2
L;BKO;GAQ;20;2022-2
L;GAQ;BKO;20;2022-2
M;BKO;GAQ;19;2022-2
M;GAQ;BKO;15;2022-2
N;BKO;GAQ;1;2022-2
V;BKO;GAQ;16;2022-2
V;GAQ;BKO;16;2022-2
Y;BKO;GAQ;0;2022-2
Y;GAQ;BKO;6;2022-2
B;BKO;KYS;11;2022-2
B;BKO;TOM;9;2022-2
B;KYS;BKO;18;2022-2
B;TOM;BKO;24;2022-2
C;BKO;TOM;6;2022-2
C;KYS;BKO;0;2022-2
C;TOM;BKO;2;2022-2
D;BKO;KYS;4;2022-2
D;BKO;TOM;5;2022-2
D;KYS;BKO;1;2022-2
D;TOM;BKO;5;2022-2
L;BKO;KYS;19;2022-2
L;BKO;TOM;23;2022-2
L;KYS;BKO;20;2022-2
L;TOM;BKO;19;2022-2
M;BKO;KYS;26;2022-2
M;BKO;TOM;19;2022-2
M;KYS;BKO;22;2022-2
M;TOM;BKO;11;2022-2
N;KYS;BKO;1;2022-2
N;TOM;BKO;3;2022-2
V;BKO;KYS;2;2022-2
V;BKO;TOM;2;2022-2
V;KYS;BKO;8;2022-2
V;TOM;BKO;6;2022-2
Y;BKO;TOM;49;2022-2
Y;KYS;BKO;2;2022-2
Y;TOM;BKO;22;2022-2
V;BKO;GAQ;0;2022-2
V;GAQ;BKO;0;2022-2
B;BKO;GAQ;33;2022-2
B;GAQ;BKO;40;2022-2
C;GAQ;BKO;5;2022-2
D;BKO;GAQ;3;2022-2
D;GAQ;BKO;0;2022-2
L;BKO;GAQ;19;2022-2
L;GAQ;BKO;20;2022-2
M;BKO;GAQ;24;2022-2
M;GAQ;BKO;28;2022-2
V;BKO;GAQ;18;2022-2
V;GAQ;BKO;11;2022-2
Y;BKO;GAQ;18;2022-2
Y;GAQ;BKO;15;2022-2
B;BKO;KYS;0;2022-2
B;KYS;BKO;20;2022-2
C;BKO;KYS;0;2022-2
D;BKO;KYS;1;2022-2
D;KYS;BKO;4;2022-2
L;BKO;KYS;12;2022-2
L;KYS;BKO;18;2022-2
M;BKO;KYS;37;2022-2
M;KYS;BKO;37;2022-2
N;BKO;KYS;2;2022-2
V;BKO;KYS;4;2022-2
V;KYS;BKO;4;2022-2
Y;BKO;KYS;2;2022-2
B;BKO;GAQ;11;2022-2
B;GAQ;BKO;16;2022-2
C;BKO;GAQ;0;2022-2
D;BKO;GAQ;6;2022-2
D;GAQ;BKO;0;2022-2
L;BKO;GAQ;18;2022-2
L;GAQ;BKO;20;2022-2
M;BKO;GAQ;26;2022-2
M;GAQ;BKO;14;2022-2
N;GAQ;BKO;1;2022-2
V;BKO;GAQ;10;2022-2
V;GAQ;BKO;17;2022-2
Y;BKO;GAQ;26;2022-2
Y;GAQ;BKO;30;2022-2
B;BKO;KYS;7;2022-2
B;BKO;TOM;34;2022-2
B;KYS;BKO;23;2022-2
B;TOM;BKO;35;2022-2
C;BKO;TOM;2;2022-2
C;TOM;BKO;2;2022-2
D;BKO;KYS;2;2022-2
D;BKO;TOM;1;2022-2
D;TOM;BKO;3;2022-2
L;BKO;KYS;22;2022-2
L;BKO;TOM;22;2022-2
L;KYS;BKO;20;2022-2
L;TOM;BKO;11;2022-2
M;BKO;KYS;24;2022-2
M;BKO;TOM;19;2022-2
M;KYS;BKO;19;2022-2
M;TOM;BKO;1;2022-2
N;BKO;TOM;1;2022-2
V;BKO;KYS;8;2022-2
V;BKO;TOM;6;2022-2
V;KYS;BKO;8;2022-2
V;TOM;BKO;7;2022-2
Y;BKO;TOM;5;2022-2
Y;TOM;BKO;25;2022-2
B;BKO;GAQ;38;2022-2
B;GAQ;BKO;44;2022-2
D;BKO;GAQ;2;2022-2
D;GAQ;BKO;1;2022-2
L;BKO;GAQ;19;2022-2
L;GAQ;BKO;17;2022-2
M;BKO;GAQ;18;2022-2
M;GAQ;BKO;22;2022-2
N;GAQ;BKO;1;2022-2
V;BKO;GAQ;20;2022-2
V;GAQ;BKO;14;2022-2
Y;BKO;GAQ;1;2022-2
Y;GAQ;BKO;9;2022-2
B;BKO;KYS;10;2022-2
B;KYS;BKO;60;2022-2
C;KYS;BKO;6;2022-2
D;BKO;KYS;3;2022-2
D;KYS;BKO;5;2022-2
L;BKO;KYS;23;2022-2
L;KYS;BKO;21;2022-2
M;BKO;KYS;33;2022-2
M;KYS;BKO;17;2022-2
V;BKO;KYS;4;2022-2
V;KYS;BKO;3;2022-2
Y;BKO;KYS;0;2022-2
Y;KYS;BKO;17;2022-2
B;BKO;GAQ;33;2022-2
B;GAQ;BKO;31;2022-2
C;BKO;GAQ;1;2022-2
D;BKO;GAQ;4;2022-2
D;GAQ;BKO;4;2022-2
L;BKO;GAQ;12;2022-2
L;GAQ;BKO;17;2022-2
M;BKO;GAQ;10;2022-2
M;GAQ;BKO;20;2022-2
N;BKO;GAQ;1;2022-2
N;GAQ;BKO;3;2022-2
V;BKO;GAQ;19;2022-2
V;GAQ;BKO;16;2022-2
Y;BKO;GAQ;6;2022-2
Y;GAQ;BKO;4;2022-2
B;BKO;KYS;40;2022-2
B;BKO;TOM;40;2022-2
B;KYS;BKO;25;2022-2
B;TOM;BKO;51;2022-2
C;BKO;KYS;4;2022-2
C;BKO;TOM;2;2022-2
D;BKO;KYS;5;2022-2
D;BKO;TOM;1;2022-2
D;KYS;BKO;2;2022-2
D;TOM;BKO;1;2022-2
L;BKO;KYS;24;2022-2
L;BKO;TOM;9;2022-2
L;KYS;BKO;24;2022-2
L;TOM;BKO;12;2022-2
M;BKO;KYS;37;2022-2
M;BKO;TOM;21;2022-2
M;KYS;BKO;40;2022-2
M;TOM;BKO;12;2022-2
N;TOM;BKO;3;2022-2
V;BKO;KYS;4;2022-2
V;BKO;TOM;8;2022-2
V;KYS;BKO;0;2022-2
V;TOM;BKO;6;2022-2
Y;BKO;KYS;4;2022-2
Y;BKO;TOM;35;2022-2
Y;KYS;BKO;0;2022-2
Y;TOM;BKO;12;2022-2
B;BKO;GAQ;40;2022-2
B;GAQ;BKO;44;2022-2
C;BKO;GAQ;0;2022-2
C;GAQ;BKO;0;2022-2
D;BKO;GAQ;3;2022-2
D;GAQ;BKO;0;2022-2
L;BKO;GAQ;17;2022-2
L;GAQ;BKO;7;2022-2
M;BKO;GAQ;22;2022-2
M;GAQ;BKO;13;2022-2
N;BKO;GAQ;5;2022-2
N;GAQ;BKO;1;2022-2
V;BKO;GAQ;12;2022-2
V;GAQ;BKO;11;2022-2
Y;BKO;GAQ;25;2022-2
Y;GAQ;BKO;2;2022-2
B;BKO;KYS;22;2022-2
B;KYS;BKO;35;2022-2
D;BKO;KYS;4;2022-2
D;KYS;BKO;2;2022-2
L;BKO;KYS;28;2022-2
L;KYS;BKO;29;2022-2
M;BKO;KYS;29;2022-2
M;KYS;BKO;27;2022-2
N;KYS;BKO;1;2022-2
V;BKO;KYS;7;2022-2
V;KYS;BKO;4;2022-2
Y;KYS;BKO;37;2022-2
B;BKO;GAQ;26;2022-2
B;GAQ;BKO;32;2022-2
C;BKO;GAQ;2;2022-2
D;BKO;GAQ;0;2022-2
D;GAQ;BKO;3;2022-2
L;BKO;GAQ;16;2022-2
L;GAQ;BKO;15;2022-2
M;BKO;GAQ;22;2022-2
M;GAQ;BKO;20;2022-2
V;BKO;GAQ;16;2022-2
V;GAQ;BKO;18;2022-2
Y;BKO;GAQ;1;2022-2
Y;GAQ;BKO;7;2022-2
B;BKO;KYS;40;2022-2
B;KYS;BKO;24;2022-2
B;TOM;BKO;0;2022-2
C;KYS;BKO;2;2022-2
C;TOM;BKO;0;2022-2
D;BKO;KYS;3;2022-2
D;KYS;BKO;3;2022-2
D;TOM;BKO;0;2022-2
L;BKO;KYS;31;2022-2
L;BKO;TOM;0;2022-2
L;KYS;BKO;30;2022-2
L;TOM;BKO;0;2022-2
M;BKO;KYS;23;2022-2
M;BKO;TOM;0;2022-2
M;KYS;BKO;25;2022-2
M;TOM;BKO;0;2022-2
N;TOM;BKO;0;2022-2
V;BKO;KYS;5;2022-2
V;BKO;TOM;0;2022-2
V;KYS;BKO;13;2022-2
Y;BKO;KYS;11;2022-2
Y;KYS;BKO;7;2022-2
Y;TOM;BKO;0;2022-2
B;BKO;TOM;3;2022-2
B;TOM;BKO;36;2022-2
C;TOM;BKO;5;2022-2
L;BKO;TOM;32;2022-2
L;TOM;BKO;14;2022-2
M;BKO;TOM;26;2022-2
M;TOM;BKO;30;2022-2
N;BKO;TOM;2;2022-2
N;TOM;BKO;1;2022-2
V;BKO;TOM;2;2022-2
V;TOM;BKO;8;2022-2
Y;BKO;TOM;6;2022-2
Y;TOM;BKO;10;2022-2
B;BKO;GAQ;42;2022-2
B;GAQ;BKO;48;2022-2
C;GAQ;BKO;4;2022-2
D;BKO;GAQ;0;2022-2
D;GAQ;BKO;2;2022-2
L;BKO;GAQ;18;2022-2
L;GAQ;BKO;15;2022-2
M;BKO;GAQ;21;2022-2
M;GAQ;BKO;22;2022-2
V;BKO;GAQ;11;2022-2
V;GAQ;BKO;14;2022-2
Y;BKO;GAQ;2;2022-2
Y;GAQ;BKO;2;2022-2
B;BKO;KYS;23;2022-2
B;KYS;BKO;19;2022-2
C;BKO;KYS;1;2022-2
L;BKO;KYS;36;2022-2
L;KYS;BKO;17;2022-2
M;BKO;KYS;25;2022-2
M;KYS;BKO;37;2022-2
V;BKO;KYS;5;2022-2
V;KYS;BKO;13;2022-2
B;BKO;GAQ;0;2022-3
B;GAQ;BKO;0;2022-3
C;GAQ;BKO;0;2022-3
D;BKO;GAQ;0;2022-3
D;GAQ;BKO;0;2022-3
L;BKO;GAQ;0;2022-3
L;GAQ;BKO;0;2022-3
M;BKO;GAQ;0;2022-3
M;GAQ;BKO;0;2022-3
V;BKO;GAQ;0;2022-3
V;GAQ;BKO;0;2022-3
B;BKO;GAQ;36;2022-3
B;BKO;KYS;0;2022-3
B;GAQ;BKO;44;2022-3
B;TOM;BKO;33;2022-3
C;BKO;TOM;1;2022-3
C;GAQ;BKO;1;2022-3
C;TOM;BKO;1;2022-3
D;BKO;GAQ;3;2022-3
D;BKO;TOM;2;2022-3
D;GAQ;BKO;3;2022-3
D;TOM;BKO;2;2022-3
L;BKO;GAQ;21;2022-3
L;BKO;KYS;0;2022-3
L;BKO;TOM;21;2022-3
L;GAQ;BKO;24;2022-3
L;TOM;BKO;17;2022-3
M;BKO;GAQ;19;2022-3
M;BKO;KYS;0;2022-3
M;BKO;TOM;38;2022-3
M;GAQ;BKO;18;2022-3
M;TOM;BKO;13;2022-3
N;GAQ;BKO;1;2022-3
N;TOM;BKO;3;2022-3
V;BKO;GAQ;8;2022-3
V;BKO;KYS;0;2022-3
V;BKO;TOM;4;2022-3
V;GAQ;BKO;14;2022-3
V;KYS;BKO;0;2022-3
V;TOM;BKO;6;2022-3
Y;GAQ;BKO;3;2022-3
B;BKO;KYS;27;2022-3
B;KYS;BKO;20;2022-3
D;BKO;KYS;1;2022-3
L;BKO;KYS;21;2022-3
L;KYS;BKO;27;2022-3
M;BKO;KYS;23;2022-3
M;KYS;BKO;20;2022-3
V;BKO;KYS;4;2022-3
V;KYS;BKO;10;2022-3
B;BKO;GAQ;37;2022-3
B;GAQ;BKO;49;2022-3
C;GAQ;BKO;0;2022-3
D;BKO;GAQ;2;2022-3
D;GAQ;BKO;3;2022-3
L;BKO;GAQ;14;2022-3
L;GAQ;BKO;16;2022-3
M;BKO;GAQ;31;2022-3
M;GAQ;BKO;20;2022-3
N;GAQ;BKO;1;2022-3
V;BKO;GAQ;13;2022-3
V;GAQ;BKO;12;2022-3
Y;BKO;GAQ;1;2022-3
Y;GAQ;BKO;9;2022-3
B;BKO;KYS;17;2022-3
B;KYS;BKO;11;2022-3
C;KYS;BKO;1;2022-3
D;BKO;KYS;2;2022-3
D;KYS;BKO;3;2022-3
L;BKO;KYS;20;2022-3
L;KYS;BKO;30;2022-3
M;BKO;KYS;34;2022-3
M;KYS;BKO;31;2022-3
N;KYS;BKO;2;2022-3
V;BKO;KYS;5;2022-3
V;KYS;BKO;6;2022-3
Y;BKO;KYS;2;2022-3
Y;KYS;BKO;1;2022-3
B;BKO;GAQ;0;2022-3
B;GAQ;BKO;0;2022-3
C;BKO;GAQ;0;2022-3
L;BKO;GAQ;0;2022-3
L;GAQ;BKO;0;2022-3
M;BKO;GAQ;0;2022-3
M;GAQ;BKO;0;2022-3
V;BKO;GAQ;0;2022-3
V;GAQ;BKO;0;2022-3
Y;GAQ;BKO;0;2022-3
B;BKO;GAQ;49;2022-3
B;BKO;KYS;41;2022-3
B;BKO;TOM;26;2022-3
B;GAQ;BKO;29;2022-3
B;KYS;BKO;29;2022-3
B;TOM;BKO;38;2022-3
C;BKO;GAQ;3;2022-3
C;TOM;BKO;0;2022-3
D;BKO;GAQ;3;2022-3
D;BKO;TOM;1;2022-3
D;GAQ;BKO;1;2022-3
L;BKO;GAQ;20;2022-3
L;BKO;KYS;21;2022-3
L;BKO;TOM;17;2022-3
L;GAQ;BKO;19;2022-3
L;KYS;BKO;26;2022-3
L;TOM;BKO;14;2022-3
M;BKO;GAQ;17;2022-3
M;BKO;KYS;21;2022-3
M;BKO;TOM;38;2022-3
M;GAQ;BKO;19;2022-3
M;KYS;BKO;26;2022-3
M;TOM;BKO;16;2022-3
N;BKO;GAQ;1;2022-3
N;BKO;KYS;1;2022-3
N;BKO;TOM;4;2022-3
N;KYS;BKO;1;2022-3
N;TOM;BKO;3;2022-3
V;BKO;GAQ;16;2022-3
V;BKO;KYS;7;2022-3
V;BKO;TOM;6;2022-3
V;GAQ;BKO;15;2022-3
V;KYS;BKO;9;2022-3
V;TOM;BKO;4;2022-3
Y;BKO;GAQ;0;2022-3
Y;GAQ;BKO;27;2022-3
Y;KYS;BKO;2;2022-3
Y;TOM;BKO;24;2022-3
B;BKO;GAQ;44;2022-3
B;GAQ;BKO;41;2022-3
C;BKO;GAQ;1;2022-3
D;BKO;GAQ;1;2022-3
D;GAQ;BKO;1;2022-3
L;BKO;GAQ;16;2022-3
L;GAQ;BKO;12;2022-3
M;BKO;GAQ;21;2022-3
M;GAQ;BKO;21;2022-3
V;BKO;GAQ;14;2022-3
V;GAQ;BKO;17;2022-3
Y;BKO;GAQ;14;2022-3
Y;GAQ;BKO;28;2022-3
B;BKO;KYS;30;2022-3
B;KYS;BKO;22;2022-3
C;KYS;BKO;6;2022-3
D;BKO;KYS;3;2022-3
D;KYS;BKO;6;2022-3
L;BKO;KYS;21;2022-3
L;KYS;BKO;18;2022-3
M;BKO;KYS;17;2022-3
M;KYS;BKO;23;2022-3
N;BKO;KYS;3;2022-3
V;BKO;KYS;5;2022-3
V;KYS;BKO;5;2022-3
Y;BKO;KYS;14;2022-3
Y;KYS;BKO;30;2022-3
B;BKO;GAQ;14;2022-3
B;GAQ;BKO;28;2022-3
C;BKO;GAQ;2;2022-3
C;GAQ;BKO;7;2022-3
D;BKO;GAQ;6;2022-3
D;GAQ;BKO;5;2022-3
L;BKO;GAQ;20;2022-3
L;GAQ;BKO;17;2022-3
M;BKO;GAQ;13;2022-3
M;GAQ;BKO;16;2022-3
N;BKO;GAQ;2;2022-3
V;BKO;GAQ;18;2022-3
V;GAQ;BKO;12;2022-3
Y;BKO;GAQ;31;2022-3
Y;GAQ;BKO;29;2022-3
B;BKO;KYS;29;2022-3
B;BKO;TOM;23;2022-3
B;KYS;BKO;37;2022-3
B;TOM;BKO;18;2022-3
C;BKO;KYS;6;2022-3
C;TOM;BKO;4;2022-3
D;BKO;KYS;6;2022-3
D;BKO;TOM;5;2022-3
D;KYS;BKO;3;2022-3
D;TOM;BKO;2;2022-3
L;BKO;KYS;19;2022-3
L;BKO;TOM;22;2022-3
L;KYS;BKO;19;2022-3
L;TOM;BKO;19;2022-3
M;BKO;KYS;26;2022-3
M;BKO;TOM;17;2022-3
M;KYS;BKO;21;2022-3
M;TOM;BKO;15;2022-3
N;BKO;TOM;3;2022-3
N;KYS;BKO;3;2022-3
N;TOM;BKO;1;2022-3
V;BKO;KYS;5;2022-3
V;BKO;TOM;4;2022-3
V;KYS;BKO;8;2022-3
V;TOM;BKO;4;2022-3
Y;BKO;KYS;31;2022-3
Y;BKO;TOM;29;2022-3
Y;TOM;BKO;17;2022-3
B;BKO;GAQ;45;2022-3
B;GAQ;BKO;39;2022-3
C;BKO;GAQ;4;2022-3
D;BKO;GAQ;4;2022-3
L;BKO;GAQ;22;2022-3
L;GAQ;BKO;29;2022-3
M;BKO;GAQ;20;2022-3
M;GAQ;BKO;20;2022-3
V;BKO;GAQ;13;2022-3
V;GAQ;BKO;13;2022-3
Y;BKO;GAQ;8;2022-3
Y;GAQ;BKO;30;2022-3
B;BKO;KYS;23;2022-3
B;KYS;BKO;24;2022-3
C;BKO;KYS;0;2022-3
D;BKO;KYS;4;2022-3
D;KYS;BKO;2;2022-3
L;BKO;KYS;19;2022-3
L;KYS;BKO;20;2022-3
M;BKO;KYS;20;2022-3
M;KYS;BKO;21;2022-3
N;BKO;KYS;4;2022-3
N;KYS;BKO;3;2022-3
V;BKO;KYS;10;2022-3
V;KYS;BKO;4;2022-3
Y;BKO;KYS;21;2022-3
Y;KYS;BKO;10;2022-3
B;BKO;GAQ;11;2022-3
B;GAQ;BKO;17;2022-3
C;BKO;GAQ;1;2022-3
D;BKO;GAQ;5;2022-3
D;GAQ;BKO;2;2022-3
L;BKO;GAQ;25;2022-3
L;GAQ;BKO;18;2022-3
M;BKO;GAQ;25;2022-3
M;GAQ;BKO;16;2022-3
N;BKO;GAQ;1;2022-3
N;GAQ;BKO;1;2022-3
V;BKO;GAQ;12;2022-3
V;GAQ;BKO;17;2022-3
Y;BKO;GAQ;24;2022-3
Y;GAQ;BKO;25;2022-3
B;BKO;KYS;7;2022-3
B;BKO;TOM;20;2022-3
B;KYS;BKO;27;2022-3
B;TOM;BKO;15;2022-3
C;BKO;KYS;4;2022-3
C;KYS;BKO;4;2022-3
D;BKO;KYS;6;2022-3
D;TOM;BKO;6;2022-3
L;BKO;KYS;22;2022-3
L;BKO;TOM;24;2022-3
L;KYS;BKO;22;2022-3
L;TOM;BKO;15;2022-3
M;BKO;KYS;18;2022-3
M;BKO;TOM;22;2022-3
M;KYS;BKO;17;2022-3
M;TOM;BKO;16;2022-3
N;BKO;KYS;3;2022-3
V;BKO;KYS;8;2022-3
V;BKO;TOM;3;2022-3
V;KYS;BKO;6;2022-3
V;TOM;BKO;6;2022-3
Y;BKO;KYS;42;2022-3
Y;BKO;TOM;21;2022-3
Y;KYS;BKO;7;2022-3
Y;TOM;BKO;21;2022-3
B;BKO;GAQ;36;2022-3
B;GAQ;BKO;39;2022-3
C;BKO;GAQ;5;2022-3
C;GAQ;BKO;2;2022-3
D;BKO;GAQ;3;2022-3
D;GAQ;BKO;4;2022-3
G;GAQ;BKO;23;2022-3
L;BKO;GAQ;22;2022-3
L;GAQ;BKO;21;2022-3
M;BKO;GAQ;17;2022-3
M;GAQ;BKO;21;2022-3
N;GAQ;BKO;1;2022-3
V;BKO;GAQ;16;2022-3
V;GAQ;BKO;19;2022-3
Y;BKO;GAQ;37;2022-3
Y;GAQ;BKO;17;2022-3
B;BKO;KYS;29;2022-3
B;KYS;BKO;27;2022-3
C;BKO;KYS;10;2022-3
D;BKO;KYS;3;2022-3
D;KYS;BKO;3;2022-3
L;BKO;KYS;19;2022-3
L;KYS;BKO;13;2022-3
M;BKO;KYS;15;2022-3
M;KYS;BKO;12;2022-3
V;BKO;KYS;9;2022-3
V;KYS;BKO;14;2022-3
Y;BKO;KYS;30;2022-3
Y;KYS;BKO;6;2022-3
B;BKO;GAQ;0;2022-3
B;GAQ;BKO;0;2022-3
D;GAQ;BKO;0;2022-3
L;BKO;GAQ;0;2022-3
L;GAQ;BKO;0;2022-3
M;BKO;GAQ;0;2022-3
M;GAQ;BKO;0;2022-3
V;BKO;GAQ;0;2022-3
V;GAQ;BKO;0;2022-3
Y;BKO;GAQ;0;2022-3
B;BKO;GAQ;21;2022-3
B;BKO;KYS;13;2022-3
B;BKO;TOM;15;2022-3
B;GAQ;BKO;35;2022-3
B;KYS;BKO;15;2022-3
B;TOM;BKO;26;2022-3
C;BKO;GAQ;3;2022-3
C;BKO;TOM;2;2022-3
C;KYS;BKO;6;2022-3
C;TOM;BKO;1;2022-3
D;BKO;GAQ;3;2022-3
D;BKO;TOM;1;2022-3
D;GAQ;BKO;1;2022-3
D;KYS;BKO;2;2022-3
D;TOM;BKO;4;2022-3
G;BKO;GAQ;23;2022-3
L;BKO;GAQ;24;2022-3
L;BKO;KYS;20;2022-3
L;BKO;TOM;18;2022-3
L;GAQ;BKO;18;2022-3
L;KYS;BKO;12;2022-3
L;TOM;BKO;20;2022-3
M;BKO;GAQ;15;2022-3
M;BKO;KYS;22;2022-3
M;BKO;TOM;14;2022-3
M;GAQ;BKO;19;2022-3
M;KYS;BKO;10;2022-3
M;TOM;BKO;21;2022-3
N;BKO;GAQ;1;2022-3
V;BKO;GAQ;18;2022-3
V;BKO;KYS;16;2022-3
V;BKO;TOM;16;2022-3
V;GAQ;BKO;18;2022-3
V;KYS;BKO;18;2022-3
V;TOM;BKO;20;2022-3
Y;BKO;GAQ;42;2022-3
Y;BKO;KYS;12;2022-3
Y;GAQ;BKO;17;2022-3
Y;TOM;BKO;20;2022-3
B;BKO;GAQ;15;2022-4
B;GAQ;BKO;11;2022-4
D;BKO;GAQ;3;2022-4
D;GAQ;BKO;2;2022-4
L;BKO;GAQ;29;2022-4
L;GAQ;BKO;21;2022-4
M;BKO;GAQ;18;2022-4
M;GAQ;BKO;15;2022-4
V;BKO;GAQ;8;2022-4
V;GAQ;BKO;17;2022-4
Y;BKO;GAQ;27;2022-4
Y;GAQ;BKO;28;2022-4
B;BKO;KYS;12;2022-4
B;KYS;BKO;17;2022-4
C;BKO;KYS;1;2022-4
C;KYS;BKO;4;2022-4
D;BKO;KYS;4;2022-4
D;KYS;BKO;2;2022-4
L;BKO;KYS;9;2022-4
L;KYS;BKO;16;2022-4
M;BKO;KYS;22;2022-4
M;KYS;BKO;15;2022-4
V;BKO;KYS;14;2022-4
V;KYS;BKO;9;2022-4
Y;BKO;KYS;1;2022-4
B;BKO;GAQ;12;2022-4
B;GAQ;BKO;9;2022-4
D;BKO;GAQ;1;2022-4
D;GAQ;BKO;5;2022-4
L;BKO;GAQ;17;2022-4
L;GAQ;BKO;20;2022-4
M;BKO;GAQ;11;2022-4
M;GAQ;BKO;16;2022-4
V;BKO;GAQ;17;2022-4
V;GAQ;BKO;21;2022-4
Y;BKO;GAQ;33;2022-4
Y;GAQ;BKO;20;2022-4
B;BKO;KYS;16;2022-4
B;BKO;TOM;0;2022-4
B;KYS;BKO;4;2022-4
B;TOM;BKO;0;2022-4
C;BKO;KYS;4;2022-4
C;BKO;TOM;0;2022-4
D;BKO;KYS;0;2022-4
D;BKO;TOM;0;2022-4
